timestamp,open,high,low,close,volume,quote_volume,pair,exchange
2025-06-04 12:00:00,591175.0,595084.0,589933.0,589933.0,0.032748,19398.588317,BTC-BRL,bybit
2025-06-04 13:00:00,595680.0,596983.0,594512.0,596522.0,12.93737,7709280.29265,BTC-BRL,binance
2025-06-04 13:00:00,595566.0,597021.0,595109.0,596788.0,0.95343,100356.22852376982,BTC-BRL,bitget
2025-06-04 13:00:00,589933.0,594385.0,586682.0,594385.0,0.016736,9878.424466,BTC-BRL,bybit
2025-06-04 13:00:00,595168.0,597011.0,594940.0,596384.0,0.39026229,232508.55124763,BTC-BRL,foxbit
2025-06-04 13:00:00,594636.0,596500.0,594000.0,596045.0,11.30664479,11.30664479,BTC-BRL,mercado_bitcoin
2025-06-04 13:00:00,596047.8,596637.3,595890.4,596636.6,0.01981,11802.6,BTC-BRL,mexc
2025-06-04 13:00:00,595646.5,598515.21,595614.5,596521.5,1.96225722,1170364.2,BTC-BRL,novadax
2025-06-04 13:00:00,595813.0,597315.0,595532.0,597015.0,0.21346899,127260.37736408,BTC-BRL,okx
2025-06-04 14:00:00,596521.0,596682.0,593790.0,594806.0,7.00279,4167553.01122,BTC-BRL,binance
2025-06-04 14:00:00,596788.0,596927.0,593754.0,594598.0,0.87224,91797.31459301579,BTC-BRL,bitget
2025-06-04 14:00:00,594385.0,596534.0,594385.0,594385.0,0.121347,72371.123002,BTC-BRL,bybit
2025-06-04 14:00:00,596384.0,596606.0,593758.0,594500.0,0.36983433,220217.41927289,BTC-BRL,foxbit
2025-06-04 14:00:00,596045.0,596302.0,592886.0,594280.0,6.95850162,6.95850162,BTC-BRL,mercado_bitcoin
2025-06-04 14:00:00,596636.6,596640.0,594786.5,594787.3,0.01895,11285.3,BTC-BRL,mexc
2025-06-04 14:00:00,596681.5,597715.05,594000.0,594805.5,4.13871846,2465373.39,BTC-BRL,novadax
2025-06-04 14:00:00,596314.0,596847.0,594174.0,595116.0,0.1194005,71095.12089306,BTC-BRL,okx
2025-06-04 15:00:00,594806.0,596204.0,594435.0,594602.0,8.11836,4834952.61773,BTC-BRL,binance
2025-06-04 15:00:00,594598.0,596273.0,594328.0,594686.0,0.58558,61548.57294964738,BTC-BRL,bitget
2025-06-04 15:00:00,594385.0,597611.0,594385.0,596427.0,0.023194,13825.760062,BTC-BRL,bybit
2025-06-04 15:00:00,594500.0,596073.0,594008.0,594203.0,0.25828466,153661.95230913,BTC-BRL,foxbit
2025-06-04 15:00:00,594280.0,596000.0,593671.0,594151.0,7.90678569,7.90678569,BTC-BRL,mercado_bitcoin
2025-06-04 15:00:00,594787.3,595864.0,594769.1,594771.4,0.0212,12619.5,BTC-BRL,mexc
2025-06-04 15:00:00,595116.5,598601.39,594000.0,594601.5,2.37259878,1412472.85,BTC-BRL,novadax
2025-06-04 15:00:00,595146.0,596656.0,595000.0,595000.0,0.25551974,152299.92242186,BTC-BRL,okx
2025-06-04 16:00:00,594602.0,595908.0,594543.0,594653.0,6.05037,3600544.63016,BTC-BRL,binance
2025-06-04 16:00:00,594686.0,595872.0,594327.0,594627.0,0.76846,80640.28119333962,BTC-BRL,bitget
2025-06-04 16:00:00,596427.0,596427.0,594566.0,596427.0,0.001809,1076.489536,BTC-BRL,bybit
2025-06-04 16:00:00,594203.0,595497.0,594251.0,594460.0,0.35885543,213449.09224744,BTC-BRL,foxbit
2025-06-04 16:00:00,594262.0,595775.0,594253.0,594762.0,2.01688695,2.01688695,BTC-BRL,mercado_bitcoin
2025-06-04 16:00:00,594771.4,595285.5,594751.0,595284.5,0.02136,12705.9,BTC-BRL,mexc
2025-06-04 16:00:00,594522.5,597780.4,590324.92,594742.5,5.1526456,3065098.41,BTC-BRL,novadax
2025-06-04 16:00:00,595302.0,595592.0,595302.0,595529.0,0.01096945,6532.51972545,BTC-BRL,okx
2025-06-04 17:00:00,594741.0,594847.0,591135.0,591986.0,5.44604,3228460.87268,BTC-BRL,binance
2025-06-04 17:00:00,594627.0,594942.0,591272.0,592076.0,0.73369,76810.99026574622,BTC-BRL,bitget
2025-06-04 17:00:00,596427.0,596427.0,590119.0,592257.0,0.031203,18505.095746,BTC-BRL,bybit
2025-06-04 17:00:00,594460.0,594516.0,591001.0,591688.0,0.80627275,477998.00565372,BTC-BRL,foxbit
2025-06-04 17:00:00,594684.0,594835.0,591128.0,592082.0,0.77686513,0.77686513,BTC-BRL,mercado_bitcoin
2025-06-04 17:00:00,595284.5,595284.5,592308.5,592314.8,0.02396,14209.6,BTC-BRL,mexc
2025-06-04 17:00:00,594652.5,595010.65,590159.46,591986.5,2.96485208,1757674.28,BTC-BRL,novadax
2025-06-04 17:00:00,594500.0,594500.0,591527.0,591855.0,0.11227019,66485.12027374,BTC-BRL,okx
